,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
5962,1505633,0,8,5131671,2588,MEDIUM,8,YES,MEDIUM
5963,342492,44,29,5055349,3439,MEDIUM,2,NO,HIGH
5964,874980,18,33,5018724,2390,LOW,3,NO,HIGH
5965,682430,36,48,5024637,6259,MEDIUM,5,NO,HIGH
5966,237218,0,16,4975612,5164,HIGH,4,YES,LOW
5967,473695,42,19,4959582,2821,HIGH,8,NO,HIGH
5968,1271899,25,25,4882421,6823,HIGH,9,YES,LOW
5969,70345,9,10,4983250,9445,LOW,9,YES,HIGH
5970,401321,13,13,4953790,6223,HIGH,5,NO,MEDIUM
5971,558650,18,48,5040913,8533,MEDIUM,1,YES,LOW
5972,1077866,19,43,5013784,3089,LOW,6,YES,MEDIUM
5973,1139308,23,33,4956872,5964,LOW,6,NO,HIGH
5974,1070282,32,25,4985846,2029,LOW,0,YES,MEDIUM
5975,277483,16,28,4989079,9844,MEDIUM,0,NO,MEDIUM
5976,1484497,38,40,5037898,7463,LOW,8,YES,HIGH
5977,421410,23,10,5073170,3494,MEDIUM,1,NO,HIGH
5978,242308,21,1,4994940,1843,MEDIUM,3,YES,MEDIUM
5979,824648,27,42,5022887,6496,MEDIUM,7,NO,HIGH
5980,1339701,32,30,4978156,9661,HIGH,2,YES,LOW
5981,1021887,19,36,4973954,9871,MEDIUM,6,YES,LOW
5982,477643,30,6,4987633,8678,HIGH,3,YES,LOW
5983,698605,7,40,5062011,6606,LOW,4,YES,MEDIUM
5984,460939,41,2,4947747,6119,HIGH,7,YES,MEDIUM
5985,454078,46,22,5081722,9331,LOW,4,YES,HIGH
5986,462125,28,39,5019858,2995,HIGH,5,NO,HIGH
5987,1364165,34,13,5022323,750,MEDIUM,7,NO,HIGH
5988,471109,31,40,5001573,6863,MEDIUM,6,NO,HIGH
5989,1456136,37,24,5034098,6005,HIGH,2,YES,LOW
5990,1002385,18,19,5040441,2698,LOW,3,NO,HIGH
5991,272433,26,34,4878615,682,MEDIUM,7,NO,HIGH
5992,1337780,36,16,4981076,8586,HIGH,4,NO,MEDIUM
5993,1439127,1,39,4991490,1332,MEDIUM,6,YES,MEDIUM
5994,354398,31,23,4990938,3991,HIGH,7,NO,HIGH
5995,1225439,46,42,5076820,1384,HIGH,5,NO,HIGH
5996,276995,0,29,4983990,1852,LOW,7,NO,HIGH
5997,1483666,0,48,4958975,1710,LOW,7,YES,MEDIUM
5998,980471,39,31,5026921,3309,HIGH,1,NO,HIGH
5999,408760,14,24,4979615,5944,HIGH,0,YES,LOW
6000,1152634,26,10,5091705,6437,LOW,1,YES,MEDIUM
6001,79182,24,1,5090087,9188,HIGH,6,NO,MEDIUM
6002,941538,15,36,4985071,2859,MEDIUM,0,NO,MEDIUM
6003,364761,13,11,4915356,5402,MEDIUM,5,NO,HIGH
6004,316165,21,14,5131380,2677,HIGH,7,YES,MEDIUM
6005,52617,18,20,5064509,7358,MEDIUM,9,NO,HIGH
6006,482730,26,4,4904381,6829,HIGH,7,YES,LOW
6007,982078,33,45,5009955,6918,MEDIUM,8,NO,HIGH
6008,571386,36,30,5089837,5707,HIGH,9,NO,HIGH
6009,957623,18,19,4967682,1501,HIGH,7,NO,HIGH
6010,136607,38,3,5044723,5574,MEDIUM,3,NO,HIGH
6011,817204,31,41,4972907,6809,HIGH,0,YES,LOW
6012,1244768,0,23,4885358,9223,MEDIUM,7,NO,MEDIUM
6013,476407,7,15,4967714,786,MEDIUM,4,NO,HIGH
6014,1487420,35,31,4958214,5805,HIGH,1,YES,LOW
6015,377271,48,42,5021267,2046,MEDIUM,3,NO,HIGH
6016,1069647,38,44,5051583,8919,HIGH,3,NO,MEDIUM
6017,1002459,37,45,5049253,5650,LOW,6,NO,HIGH
6018,469275,26,36,4979241,2615,MEDIUM,5,NO,HIGH
6019,751959,35,43,5075726,8159,HIGH,2,YES,LOW
6020,726727,26,36,5014200,6189,HIGH,3,NO,MEDIUM
6021,211615,38,10,5000967,6133,LOW,4,NO,HIGH
6022,857443,49,41,4948926,9737,LOW,5,YES,HIGH
6023,275543,17,43,4954031,5527,HIGH,1,NO,MEDIUM
6024,218727,3,27,5034496,5326,LOW,6,YES,MEDIUM
6025,865405,5,24,4987069,6603,MEDIUM,9,YES,MEDIUM
6026,326681,21,30,5104449,3639,HIGH,8,YES,MEDIUM
6027,151286,29,19,4929093,5095,LOW,9,YES,HIGH
6028,682723,4,7,5008784,306,HIGH,5,YES,MEDIUM
6029,133907,7,1,4941151,9294,HIGH,3,YES,LOW
6030,1096000,19,25,5033082,7155,MEDIUM,6,YES,MEDIUM
6031,1336950,16,49,4991308,6836,MEDIUM,4,NO,MEDIUM
6032,1401471,40,42,5052327,8879,LOW,7,NO,HIGH
6033,994437,26,24,5117947,632,HIGH,2,YES,MEDIUM
6034,501714,9,32,4975843,6269,HIGH,6,YES,LOW
6035,692439,38,9,5026715,2220,HIGH,3,NO,HIGH
6036,19010,5,8,5053100,3375,MEDIUM,4,YES,MEDIUM
6037,357184,31,12,5017589,1011,LOW,4,YES,MEDIUM
6038,795720,42,38,4932937,3212,LOW,7,YES,HIGH
6039,114746,18,14,5011378,6863,LOW,6,YES,MEDIUM
6040,738974,1,32,5061897,8848,MEDIUM,4,NO,MEDIUM
6041,926267,0,16,4967441,1650,HIGH,1,NO,MEDIUM
6042,1041033,31,19,5020743,442,MEDIUM,7,YES,HIGH
6043,335536,33,48,5034486,3486,LOW,2,YES,MEDIUM
6044,951588,48,39,5002010,6181,HIGH,2,NO,MEDIUM
6045,578954,14,6,5018482,4052,LOW,5,YES,MEDIUM
6046,850831,23,6,4946853,1252,MEDIUM,6,NO,HIGH
6047,864364,45,36,5103441,4174,LOW,3,NO,HIGH
6048,251751,11,10,5035131,9290,HIGH,2,NO,LOW
6049,344618,11,7,5068055,3534,LOW,5,YES,MEDIUM
6050,297006,14,46,5015949,7107,HIGH,5,NO,MEDIUM
6051,985425,41,9,5024816,9544,HIGH,5,YES,LOW
6052,767114,16,32,5032213,5429,LOW,1,YES,MEDIUM
6053,83771,43,33,4986433,828,LOW,2,NO,HIGH
6054,1023334,12,41,5015495,254,HIGH,6,YES,MEDIUM
6055,1269599,44,1,4997794,6186,LOW,6,YES,HIGH
6056,995372,26,1,4969309,6102,LOW,0,YES,MEDIUM
6057,262850,25,29,4918387,6691,MEDIUM,0,YES,LOW
6058,1114633,13,4,4977978,2487,MEDIUM,2,NO,MEDIUM
6059,230306,25,30,5063068,9790,LOW,5,YES,MEDIUM
6060,1214482,42,25,4965992,1527,MEDIUM,1,YES,MEDIUM
6061,1317604,38,9,4954221,7292,HIGH,2,NO,MEDIUM
6062,212238,49,45,4974487,6516,HIGH,1,NO,MEDIUM
6063,766100,6,46,4986491,8394,HIGH,2,NO,LOW
6064,717468,30,16,4993377,287,HIGH,9,NO,HIGH
6065,1277194,0,34,5083508,249,HIGH,9,YES,MEDIUM
6066,540916,10,49,5021382,6146,MEDIUM,5,YES,LOW
6067,411159,41,14,5013285,9889,MEDIUM,8,NO,HIGH
6068,1190032,19,23,4932909,8535,LOW,0,YES,MEDIUM
6069,506596,45,27,5050885,9229,LOW,8,NO,HIGH
6070,1500542,44,35,5068240,5860,HIGH,4,NO,MEDIUM
6071,219229,43,46,4957714,610,LOW,4,YES,HIGH
6072,845808,12,0,5063124,4119,MEDIUM,4,YES,MEDIUM
6073,92174,0,35,4969814,2813,MEDIUM,7,NO,HIGH
6074,638282,26,33,5045417,3456,LOW,7,NO,HIGH
6075,738117,11,17,4923125,116,MEDIUM,6,NO,HIGH
6076,114756,49,26,5081771,7336,MEDIUM,7,YES,MEDIUM
6077,879129,38,10,5011140,9003,MEDIUM,7,YES,MEDIUM
6078,820999,49,16,5051033,1862,MEDIUM,7,NO,HIGH
6079,204528,15,43,4956682,3397,MEDIUM,3,NO,HIGH
6080,738849,12,23,5024893,3223,HIGH,0,NO,MEDIUM
6081,935703,22,39,5031375,3913,MEDIUM,0,YES,LOW
6082,783834,17,35,5046559,599,LOW,5,NO,HIGH
6083,199862,49,44,4969200,5390,LOW,6,NO,HIGH
6084,878377,44,29,4941854,2285,MEDIUM,1,NO,HIGH
6085,429224,12,23,5006209,6145,LOW,0,YES,MEDIUM
6086,621743,39,45,5010662,7109,HIGH,2,NO,MEDIUM
6087,1253501,16,2,5031995,7235,MEDIUM,6,NO,MEDIUM
6088,458225,10,18,5059243,4238,LOW,6,YES,MEDIUM
6089,874634,3,24,4920455,7730,LOW,4,NO,HIGH
6090,986022,35,25,5012182,2370,HIGH,9,YES,MEDIUM
6091,498140,37,44,4970008,1730,HIGH,7,YES,MEDIUM
6092,631186,24,33,5011482,8171,MEDIUM,1,NO,MEDIUM
6093,834421,29,18,4926432,6979,MEDIUM,2,YES,LOW
6094,873980,23,32,5037157,9325,HIGH,7,YES,LOW
6095,1499385,41,20,5008609,8595,HIGH,8,NO,MEDIUM
6096,938624,15,34,5021655,6201,LOW,8,YES,MEDIUM
6097,756328,35,32,5020252,8592,MEDIUM,8,NO,HIGH
6098,358050,32,3,5049945,1312,HIGH,3,NO,HIGH
6099,344807,25,7,4957498,2385,MEDIUM,0,NO,HIGH
6100,719428,11,13,4917858,2901,MEDIUM,4,NO,HIGH
6101,1250594,22,34,5005087,9833,MEDIUM,7,NO,MEDIUM
6102,1131717,42,43,4892028,8325,MEDIUM,2,NO,MEDIUM
6103,955091,36,28,5014016,6645,MEDIUM,9,NO,HIGH
6104,1009108,35,11,4905075,8437,LOW,7,NO,HIGH
6105,1284443,7,10,4975606,2647,LOW,2,YES,MEDIUM
6106,927357,15,20,5025903,8729,MEDIUM,6,NO,MEDIUM
6107,334689,32,3,5033792,3129,HIGH,7,NO,HIGH
6108,1100172,19,8,4975650,2190,LOW,5,YES,MEDIUM
6109,1014398,37,9,5053442,2054,MEDIUM,7,NO,HIGH
6110,836998,9,27,5080338,3037,MEDIUM,9,NO,HIGH
6111,231266,2,31,4951598,3542,MEDIUM,6,YES,MEDIUM
6112,424771,33,35,5065067,6451,HIGH,5,YES,LOW
6113,664400,7,8,5038673,2217,MEDIUM,3,NO,HIGH
6114,378467,46,22,5027299,5164,LOW,3,YES,HIGH
6115,732750,0,29,4917687,8510,HIGH,5,NO,LOW
6116,654561,38,31,5018496,1760,MEDIUM,9,YES,HIGH
6117,241254,23,18,5072440,726,MEDIUM,3,YES,MEDIUM
6118,829092,49,0,5026395,799,HIGH,9,YES,HIGH
6119,308409,42,16,4958923,148,HIGH,5,YES,HIGH
6120,592394,8,15,5015995,8844,LOW,6,YES,MEDIUM
6121,1282534,41,47,5001093,5753,HIGH,2,NO,MEDIUM
6122,103208,31,13,4998507,3703,HIGH,5,NO,HIGH
6123,785645,29,25,5047660,1412,LOW,0,NO,HIGH
6124,998046,45,20,5052098,6515,LOW,0,NO,HIGH
6125,285999,37,6,4866231,8165,MEDIUM,1,YES,LOW
6126,56008,38,2,4994661,3707,HIGH,2,YES,MEDIUM
6127,977302,45,11,4975853,3766,HIGH,5,YES,MEDIUM
6128,604932,4,44,4920820,1298,HIGH,9,YES,MEDIUM
6129,984142,36,17,5051844,4798,HIGH,2,NO,MEDIUM
6130,234273,18,31,5052334,8255,HIGH,6,NO,MEDIUM
6131,638026,12,14,4957291,4252,MEDIUM,9,YES,MEDIUM
6132,1299391,7,12,5025539,5763,HIGH,1,YES,LOW
6133,839646,39,13,5016891,3834,HIGH,4,NO,HIGH
6134,403046,30,7,4960195,8927,HIGH,2,YES,LOW
6135,824562,4,22,4935964,2134,MEDIUM,1,NO,MEDIUM
6136,979531,29,44,5015899,8779,MEDIUM,3,YES,LOW
6137,164986,16,28,4920037,2826,LOW,8,YES,HIGH
6138,1390845,9,4,4923047,7164,HIGH,8,YES,LOW
6139,392079,8,1,5069014,7125,LOW,8,NO,HIGH
6140,1053428,15,46,5003378,6913,HIGH,9,NO,MEDIUM
6141,574762,4,5,5004125,450,MEDIUM,2,NO,HIGH
6142,1330544,2,24,5018829,6773,LOW,9,YES,MEDIUM
6143,1143438,42,49,5035454,7283,LOW,5,YES,HIGH
6144,1340967,7,8,4950901,4195,MEDIUM,7,YES,MEDIUM
6145,1460935,14,14,5053972,5112,MEDIUM,4,YES,LOW
6146,89435,2,23,4950290,9209,HIGH,0,YES,LOW
6147,28086,44,24,4869470,3513,HIGH,5,YES,MEDIUM
6148,1081784,46,29,5015030,961,LOW,9,NO,HIGH
6149,1024550,13,38,5025286,4429,MEDIUM,3,YES,LOW
6150,340515,41,38,5006757,8645,LOW,9,NO,HIGH
6151,165273,4,9,5003605,2732,LOW,3,NO,HIGH
6152,1172041,26,39,4974370,7212,HIGH,3,NO,MEDIUM
6153,1234667,16,8,4994424,800,LOW,8,NO,HIGH
6154,1250159,7,37,4940670,4741,HIGH,2,YES,LOW
6155,1334198,12,14,4916693,7037,MEDIUM,1,NO,MEDIUM
6156,277693,11,6,4967011,1194,HIGH,1,NO,HIGH
6157,256169,47,12,4993841,5185,HIGH,9,NO,HIGH
6158,678277,18,40,5068515,5236,LOW,1,YES,MEDIUM
6159,65274,12,19,5013644,6242,LOW,4,YES,MEDIUM
6160,819153,30,41,4927073,5307,HIGH,7,YES,MEDIUM
6161,535822,8,31,4939122,3816,HIGH,2,NO,MEDIUM
6162,825036,10,27,5007391,7167,MEDIUM,0,YES,LOW
6163,434542,28,34,5035795,5233,MEDIUM,6,NO,HIGH
6164,379182,37,40,4944799,398,MEDIUM,1,YES,MEDIUM
6165,1366956,27,22,5088177,2042,HIGH,9,NO,HIGH
6166,1221959,39,49,4960848,4945,LOW,4,NO,HIGH
6167,457635,17,19,5062783,7364,MEDIUM,1,NO,MEDIUM
6168,644092,10,40,5069560,5664,HIGH,8,NO,MEDIUM
6169,635483,45,41,5074963,922,MEDIUM,0,YES,MEDIUM
6170,1430272,1,37,4957551,7143,MEDIUM,9,NO,MEDIUM
6171,126804,11,45,5062463,9795,HIGH,7,YES,LOW
6172,302167,7,43,5009444,6776,LOW,1,YES,MEDIUM
6173,730163,15,30,4985086,3607,MEDIUM,0,YES,LOW
6174,201701,16,22,5022616,7773,LOW,8,NO,HIGH
6175,577634,21,9,4925605,4047,HIGH,7,YES,MEDIUM
6176,1050113,4,7,4986923,7513,MEDIUM,6,YES,LOW
6177,642269,6,18,5036347,1489,LOW,5,NO,HIGH
6178,446572,28,44,5027011,8328,LOW,7,YES,HIGH
6179,760584,6,44,5003591,4091,HIGH,3,YES,LOW
6180,392657,28,41,4990977,7544,LOW,3,NO,HIGH
6181,683721,22,22,5031357,5845,HIGH,5,YES,LOW
6182,57163,14,49,5020226,9556,HIGH,5,NO,LOW
6183,1157820,40,46,4998450,810,LOW,5,NO,HIGH
6184,228978,22,19,4947112,5026,MEDIUM,6,NO,HIGH
6185,598099,42,44,5021108,9256,MEDIUM,3,NO,HIGH
6186,602866,16,34,5037985,5795,MEDIUM,3,NO,MEDIUM
6187,135464,19,19,5041461,6667,HIGH,0,YES,LOW
6188,466162,45,47,5009999,8508,HIGH,4,NO,MEDIUM
6189,337002,7,3,4981247,6117,HIGH,1,YES,LOW
6190,1140498,12,4,5040319,5958,LOW,7,YES,MEDIUM
6191,1148132,18,22,4922420,2255,LOW,6,NO,HIGH
6192,622054,43,36,5016627,5618,HIGH,4,NO,HIGH
6193,901723,43,47,4955344,6308,MEDIUM,9,YES,MEDIUM
6194,1012092,36,8,4994765,9885,LOW,4,NO,HIGH
6195,535230,16,44,4863035,1283,LOW,0,YES,MEDIUM
6196,1022196,0,4,5078240,6984,HIGH,8,NO,MEDIUM
6197,1143640,39,45,5009022,6305,HIGH,1,NO,MEDIUM
6198,532967,16,12,4951941,4817,LOW,5,YES,MEDIUM
6199,317439,35,15,5035206,3339,LOW,0,YES,MEDIUM
6200,912772,5,29,5070630,5234,LOW,5,YES,MEDIUM
6201,82647,2,21,4986949,4942,LOW,9,YES,MEDIUM
6202,1487021,14,19,4997559,8584,HIGH,7,NO,LOW
6203,1218893,39,38,4931854,6154,LOW,6,YES,HIGH
6204,665609,22,24,5005949,4329,LOW,1,YES,MEDIUM
6205,991501,0,35,4984083,6203,MEDIUM,8,YES,LOW
6206,1484154,44,2,5023722,8896,LOW,5,NO,HIGH
6207,785413,4,9,4951383,8386,MEDIUM,3,YES,LOW
6208,946441,36,33,4939958,1354,LOW,8,YES,HIGH
6209,830487,7,39,5136189,9147,LOW,7,YES,MEDIUM
6210,883858,38,35,4912374,3220,LOW,1,YES,MEDIUM
6211,1098216,28,5,5016783,6149,LOW,0,YES,MEDIUM
6212,1184014,9,36,5010928,5213,LOW,8,NO,HIGH
6213,1348758,39,31,5099869,463,HIGH,1,NO,HIGH
6214,784354,24,6,5088133,68,HIGH,3,NO,HIGH
6215,854542,13,43,5020187,2411,HIGH,0,YES,LOW
6216,191571,25,25,4979561,1551,LOW,2,YES,MEDIUM
6217,1007307,24,36,4924544,8488,HIGH,6,NO,MEDIUM
6218,413861,42,42,4969106,6166,HIGH,7,YES,MEDIUM
6219,1320088,38,15,4976569,6895,MEDIUM,5,YES,MEDIUM
6220,308933,21,14,4974242,8458,LOW,7,YES,HIGH
6221,985024,2,5,5016318,7534,HIGH,7,YES,LOW
6222,1457679,4,0,4898735,1912,MEDIUM,2,YES,LOW
6223,871455,13,15,4982238,5954,LOW,0,YES,MEDIUM
6224,295680,12,5,4979477,1943,HIGH,6,YES,MEDIUM
6225,1115162,20,12,4944285,8495,LOW,6,YES,MEDIUM
6226,831357,1,45,5026190,7719,LOW,2,YES,MEDIUM
6227,843892,38,33,5007032,1680,MEDIUM,2,NO,HIGH
6228,990792,39,40,4953313,9861,LOW,8,NO,HIGH
6229,544375,48,40,4892819,6774,HIGH,0,NO,MEDIUM
6230,1048764,29,44,5066298,5959,LOW,9,YES,HIGH
6231,885793,32,45,5057988,8648,LOW,4,NO,HIGH
6232,1304723,39,5,4979985,6234,HIGH,7,NO,MEDIUM
6233,1279568,25,33,5024109,6380,LOW,6,YES,MEDIUM
6234,1005749,27,0,5026097,2447,LOW,3,YES,MEDIUM
6235,1315286,17,44,4992092,5329,MEDIUM,7,NO,HIGH
6236,1309720,26,13,4987396,1435,LOW,8,YES,HIGH
6237,12435,39,15,5096623,6096,LOW,0,YES,MEDIUM
6238,357282,16,7,5013141,6175,HIGH,0,NO,MEDIUM
6239,1342189,10,16,4975052,9388,MEDIUM,0,NO,LOW
6240,1188670,33,38,4910187,3921,HIGH,5,NO,HIGH
6241,753110,49,2,4976133,3770,MEDIUM,7,YES,HIGH
6242,265234,29,16,5046789,1682,LOW,2,YES,MEDIUM
6243,1140041,20,22,5001133,5587,HIGH,8,NO,MEDIUM
6244,1068809,11,44,4934367,4277,HIGH,8,NO,MEDIUM
6245,284540,29,1,5012423,9452,LOW,9,NO,HIGH
6246,918507,41,7,4979561,6469,MEDIUM,4,NO,HIGH
6247,1459299,19,34,5062368,4203,LOW,7,YES,MEDIUM
6248,567077,26,7,5025107,1604,MEDIUM,5,YES,MEDIUM
6249,61098,40,25,5003764,7886,HIGH,7,YES,LOW
6250,799139,42,30,4892634,9966,MEDIUM,2,NO,MEDIUM
6251,715689,21,6,5010524,5281,HIGH,2,YES,LOW
6252,282205,11,49,4965422,8491,MEDIUM,2,YES,LOW
6253,1133534,5,33,5004520,7192,HIGH,9,YES,LOW
6254,540440,2,4,4957636,7866,HIGH,8,NO,MEDIUM
6255,1160450,4,6,4929946,9018,HIGH,0,YES,LOW
6256,732722,16,16,5020662,6227,HIGH,0,NO,LOW
6257,1259410,43,35,4990546,8743,LOW,1,YES,MEDIUM
6258,1154852,47,17,4922743,8114,HIGH,3,NO,MEDIUM
6259,444939,31,48,5014631,1449,LOW,3,NO,HIGH
6260,1310187,0,28,4895286,9935,LOW,6,YES,MEDIUM
6261,338559,7,27,4999754,9117,HIGH,1,NO,LOW
6262,1315406,2,3,5000544,1609,HIGH,4,YES,LOW
6263,80199,46,45,5063694,8952,HIGH,9,YES,MEDIUM
6264,1184634,2,12,5037615,1142,MEDIUM,1,YES,LOW
6265,669528,23,45,5027640,5685,MEDIUM,3,NO,HIGH
6266,213219,43,12,4953540,7854,MEDIUM,2,NO,HIGH
6267,1508296,44,11,5044559,123,LOW,3,NO,HIGH
6268,272335,42,23,4943764,86,HIGH,1,NO,HIGH
6269,1094213,39,4,4962910,8512,MEDIUM,9,NO,HIGH
6270,209488,24,49,4980441,5835,HIGH,5,NO,MEDIUM
6271,1440188,28,25,4914088,9583,HIGH,5,YES,LOW
6272,1238135,26,48,4981407,8352,MEDIUM,5,YES,LOW
6273,939265,40,26,4964959,8388,LOW,6,NO,HIGH
6274,717260,5,11,5049340,8980,HIGH,2,YES,LOW
6275,1025507,36,38,5061748,8603,HIGH,0,NO,LOW
6276,1427598,25,28,5006691,9974,LOW,5,YES,MEDIUM
6277,721306,38,14,4969326,9910,LOW,4,NO,HIGH
6278,1398473,29,35,5038719,6109,HIGH,5,YES,LOW
6279,121400,47,49,5032123,1081,HIGH,0,NO,HIGH
6280,430518,19,4,4996054,1509,HIGH,8,YES,MEDIUM
6281,1013470,41,13,5050011,4252,LOW,2,YES,MEDIUM
6282,922194,31,37,5103480,2071,HIGH,8,YES,MEDIUM
6283,1399499,11,37,5015287,2369,LOW,8,NO,HIGH
6284,1494085,49,0,4990996,2784,LOW,5,YES,HIGH
6285,241662,6,48,5013299,4622,LOW,8,YES,MEDIUM
6286,272966,5,32,5042627,3507,MEDIUM,0,NO,MEDIUM
6287,353716,6,34,5070851,9598,LOW,2,NO,HIGH
6288,926044,43,10,5024796,651,HIGH,3,NO,HIGH
6289,1270975,29,2,4957773,1306,LOW,7,NO,HIGH
6290,856844,33,11,4993329,5528,HIGH,0,YES,LOW
6291,1371802,37,18,4972501,6016,LOW,4,NO,HIGH
6292,226950,16,37,5000094,2445,LOW,8,YES,HIGH
6293,232906,23,10,4924729,6267,HIGH,2,YES,LOW
6294,1176062,4,32,4985566,6902,HIGH,5,NO,LOW
6295,24322,10,2,4944211,3066,MEDIUM,5,NO,HIGH
6296,1407837,23,15,4897242,1790,LOW,2,NO,HIGH
6297,1052046,12,32,4979071,4599,LOW,3,NO,HIGH
6298,1429560,31,45,5090439,6337,HIGH,8,YES,LOW
6299,287243,29,4,4995543,6775,MEDIUM,8,NO,HIGH
6300,532688,48,4,5020355,9484,HIGH,3,YES,LOW
6301,335386,23,20,5087009,5322,LOW,2,NO,HIGH
6302,1470610,33,40,5020559,8193,HIGH,9,YES,LOW
6303,672845,22,27,5004703,2858,LOW,8,NO,HIGH
6304,1189444,9,18,4971325,1087,HIGH,4,NO,HIGH
6305,523449,44,35,5038594,6120,MEDIUM,6,YES,MEDIUM
6306,675291,21,44,4964525,3410,MEDIUM,0,YES,LOW
6307,555371,19,46,5130449,7764,HIGH,9,NO,MEDIUM
6308,901842,29,10,5014514,8616,LOW,5,YES,MEDIUM
6309,579457,3,24,4854855,7483,HIGH,6,NO,MEDIUM
6310,207269,10,25,4983450,5207,HIGH,7,NO,MEDIUM
6311,400191,49,44,5016071,7194,HIGH,6,NO,HIGH
6312,146266,15,24,5064354,1604,HIGH,6,NO,HIGH
6313,1069029,10,44,5009271,6061,MEDIUM,5,YES,LOW
6314,357488,15,11,5034365,2859,MEDIUM,6,NO,HIGH
6315,475016,41,14,5099836,4931,MEDIUM,4,YES,MEDIUM
6316,914157,6,48,4926120,7424,MEDIUM,7,YES,LOW
6317,328482,37,19,5013857,4199,HIGH,1,NO,MEDIUM
6318,131768,39,2,5035038,2489,HIGH,3,YES,MEDIUM
6319,964340,19,7,4980262,1656,LOW,5,YES,MEDIUM
6320,1368427,30,9,4959041,1469,MEDIUM,5,YES,MEDIUM
6321,896443,24,30,5076018,8521,MEDIUM,3,NO,MEDIUM
6322,1034746,0,17,5011856,9782,MEDIUM,2,YES,LOW
6323,226713,49,30,5048858,6580,LOW,7,NO,HIGH
6324,423519,35,3,5048861,87,MEDIUM,4,NO,HIGH
6325,186981,4,28,4970570,2260,HIGH,8,NO,HIGH
6326,977488,40,2,5025252,4054,MEDIUM,0,NO,HIGH
6327,927580,30,15,4999367,3177,HIGH,9,NO,HIGH
6328,329789,38,47,4979692,3632,HIGH,8,YES,MEDIUM
6329,908541,25,6,4963831,114,HIGH,9,YES,HIGH
6330,1496340,39,37,4991206,2511,MEDIUM,4,YES,MEDIUM
6331,1269593,14,47,5041275,9210,HIGH,9,NO,MEDIUM
6332,25541,46,16,4988945,3124,HIGH,1,YES,MEDIUM
6333,654928,48,8,5015744,3359,LOW,5,YES,HIGH
6334,1384140,25,10,5000792,5906,LOW,4,NO,HIGH
6335,327539,31,2,5006415,4403,HIGH,2,YES,LOW
6336,565209,44,1,4960876,8712,HIGH,4,NO,MEDIUM
6337,1175459,17,5,4995924,5523,LOW,3,YES,MEDIUM
6338,197468,21,1,5021397,632,MEDIUM,3,NO,HIGH
6339,747882,31,46,4938160,2061,HIGH,6,NO,HIGH
6340,266252,22,38,4910404,464,HIGH,1,YES,MEDIUM
6341,391865,6,27,5003744,2228,HIGH,2,NO,MEDIUM
6342,1339742,37,7,5030671,4378,HIGH,9,YES,MEDIUM
6343,158048,44,2,4950971,3538,MEDIUM,5,YES,MEDIUM
6344,75495,26,9,5002408,8341,MEDIUM,1,NO,MEDIUM
6345,533897,32,5,5098304,9235,LOW,7,NO,HIGH
6346,329089,34,7,5093999,6753,HIGH,4,NO,MEDIUM
6347,1467373,1,11,5007485,6727,MEDIUM,7,YES,LOW
6348,19806,31,45,5131683,9016,MEDIUM,4,YES,MEDIUM
6349,1211763,4,6,5005823,5306,HIGH,3,NO,MEDIUM
6350,1287869,24,47,5081894,4337,LOW,3,YES,MEDIUM
6351,254866,5,34,5030494,9024,LOW,7,NO,HIGH
6352,1389576,33,25,4960596,6954,MEDIUM,0,YES,LOW
6353,191855,20,20,4938008,525,LOW,7,NO,HIGH
6354,1135483,26,46,5055030,5753,HIGH,5,NO,MEDIUM
6355,210902,17,6,4932464,9006,HIGH,6,NO,MEDIUM
6356,346433,38,37,5035501,6817,MEDIUM,4,YES,MEDIUM
6357,987685,40,21,5040740,3170,HIGH,4,NO,HIGH
6358,1202990,40,37,4952543,7910,LOW,8,NO,HIGH
6359,1455471,3,26,5037074,737,MEDIUM,2,YES,LOW
6360,694056,8,4,4990457,5102,MEDIUM,9,NO,HIGH
6361,1076323,8,22,4913211,4574,HIGH,5,YES,LOW
6362,1212287,34,32,5051836,2718,MEDIUM,2,NO,HIGH
6363,447771,41,0,5059354,8125,MEDIUM,1,YES,MEDIUM
6364,622189,43,34,4952862,495,HIGH,1,NO,HIGH
6365,1193354,25,5,5059141,8398,LOW,3,YES,MEDIUM
6366,663575,23,25,5065302,9286,MEDIUM,7,YES,MEDIUM
6367,239858,28,15,5066982,6638,MEDIUM,6,NO,HIGH
6368,183066,20,21,4972401,6046,HIGH,7,NO,MEDIUM
6369,642982,35,42,5008705,8998,HIGH,6,YES,LOW
6370,391210,43,8,4979847,7531,MEDIUM,3,NO,HIGH
6371,929105,31,7,5048062,9526,LOW,8,NO,HIGH
6372,996566,37,34,4907155,4540,HIGH,8,NO,HIGH
6373,1267158,34,38,5019435,4972,LOW,0,NO,HIGH
6374,537778,32,4,5003228,9311,MEDIUM,1,YES,LOW
6375,1208917,20,45,5029595,9789,HIGH,3,NO,LOW
6376,1479091,37,34,5030229,8706,HIGH,4,NO,MEDIUM
6377,548,11,18,4996605,2864,HIGH,0,NO,MEDIUM
6378,1461528,21,25,5036918,3447,MEDIUM,8,NO,HIGH
6379,89979,31,39,5028591,8832,HIGH,1,YES,LOW
6380,201052,42,3,5002974,5222,HIGH,1,NO,MEDIUM
6381,874833,49,36,5082101,4581,MEDIUM,2,NO,HIGH
